PROSPECTID,time_since_recent_payment,time_since_first_deliquency,time_since_recent_deliquency,num_times_delinquent,max_delinquency_level,max_recent_level_of_deliq,num_deliq_6mts,num_deliq_12mts,num_deliq_6_12mts,max_deliq_6mts,max_deliq_12mts,num_times_30p_dpd,num_times_60p_dpd,num_std,num_std_6mts,num_std_12mts,num_sub,num_sub_6mts,num_sub_12mts,num_dbt,num_dbt_6mts,num_dbt_12mts,num_lss,num_lss_6mts,num_lss_12mts,recent_level_of_deliq,tot_enq,CC_enq,CC_enq_L6m,CC_enq_L12m,PL_enq,PL_enq_L6m,PL_enq_L12m,time_since_recent_enq,enq_L12m,enq_L6m,enq_L3m,MARITALSTATUS,EDUCATION,AGE,GENDER,NETMONTHLYINCOME,Time_With_Curr_Empr,pct_of_active_TLs_ever,pct_opened_TLs_L6m_of_L12m,pct_currentBal_all_TL,CC_utilization,CC_Flag,PL_utilization,PL_Flag,pct_PL_enq_L6m_of_L12m,pct_CC_enq_L6m_of_L12m,pct_PL_enq_L6m_of_ever,pct_CC_enq_L6m_of_ever,max_unsec_exposure_inPct,HL_Flag,GL_Flag,last_prod_enq2,first_prod_enq2,Credit_Score,Approved_Flag,HAS_CC,HAS_PL,Total_TL,Tot_Active_TL,Tot_Closed_TL,total_tl_opened_l6m,tot_tl_closed_l6m,pct_tl_closed_l6m,pct_tl_open_l6m,pct_active_tl,pct_closed_tl,total_tl_opened_l12m,tot_tl_closed_l12m,pct_tl_open_l12m,pct_tl_closed_l12M,Tot_Missed_Pmnt,Auto_TL,CC_TL,Consumer_TL,Gold_TL,Home_TL,PL_TL,Secured_TL,Unsecured_TL,Other_TL,Age_Oldest_TL,Age_Newest_TL
44049,968,NULL,NULL,0,NULL,0,0,0,0,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,1,283,1,0,0,Married,12TH,45,M,22500,131,0,0,0,NULL,0,NULL,0,0,0,0,0,NULL,0,0,PL,others,693,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,51,51
44050,NULL,NULL,NULL,0,NULL,0,0,0,0,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Married,GRADUATE,27,M,23000,63,0,0,0,NULL,0,NULL,0,0,0,0,0,NULL,1,0,others,others,690,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,75,75
44051,35,NULL,NULL,0,NULL,0,0,0,0,0,0,0,0,18,5,11,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,2,2,47,3,2,2,Married,UNDER GRADUATE,53,M,36013,306,0.666999996,1,0.893999994,NULL,0,0.893999994,1,1,0,0.666999996,0,18.04899979,0,0,PL,PL,680,2,0,1,3,2,1,1,0,0,0.333000004,0.666999996,0.333000004,1,0,0.333000004,0,1,0,0,0,0,0,3,0,3,0,59,1
44052,NULL,NULL,NULL,0,NULL,0,0,0,0,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,4,4,4,Married,OTHERS,46,M,25000,120,1,0,0,NULL,0,NULL,0,0,0,0,0,NULL,1,0,others,ConsumerLoan,658,4,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,111,111
44053,434,32,21,7,60,60,0,0,0,NULL,NULL,3,0,0,0,0,0,0,0,0,0,0,0,0,0,60,2,0,0,0,0,0,0,2,1,1,1,Married,POST-GRADUATE,28,M,14000,79,0,0,0,NULL,0,NULL,0,0,0,0,0,NULL,0,0,ConsumerLoan,others,657,4,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,40,40
44054,58,NULL,NULL,0,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,306,1,0,0,Single,SSC,22,M,12500,38,1,0,0.855000019,NULL,0,NULL,0,0,0,0,0,NULL,0,0,others,others,672,2,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,10,10
44055,2007,NULL,NULL,0,NULL,0,0,0,0,NULL,NULL,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,2,2,1,1,Married,GRADUATE,47,F,25500,66,0.200000003,0,0,NULL,0,NULL,0,0,0,0,0,NULL,1,0,ConsumerLoan,PL,683,2,0,0,5,1,4,0,0,0,0,0.200000003,0.800000012,0,0,0,0,0,0,0,0,5,0,0,5,0,0,100,66
44056,49,NULL,NULL,0,NULL,0,0,0,0,0,0,0,0,19,4,10,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,3,2,2,Married,GRADUATE,33,M,26000,77,0.800000012,0.5,0.572000027,NULL,0,NULL,0,0,0,0,0,3.171999931,0,0,ConsumerLoan,ConsumerLoan,674,2,0,0,5,4,1,1,0,0,0.200000003,0.800000012,0.200000003,2,0,0.400000006,0,1,0,0,2,0,0,0,3,2,3,23,4
44057,144,29,8,3,54,26,0,2,2,0,54,1,0,10,0,0,0,0,0,0,0,0,0,0,0,26,2,0,0,0,0,0,0,211,1,0,0,Single,GRADUATE,24,M,30000,38,0.5,0.333000004,0.768000007,NULL,0,NULL,0,0,0,0,0,NULL,1,0,others,others,673,2,0,0,6,3,3,1,2,0.333000004,0.166999996,0.5,0.5,3,2,0.5,0.333000004,0,1,0,0,3,0,0,6,0,2,31,5
44058,610,NULL,NULL,0,NULL,0,0,0,0,NULL,NULL,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,1,1,1,Married,GRADUATE,32,M,48000,117,0,0,0,NULL,0,NULL,0,0,0,0,0,NULL,1,0,ConsumerLoan,AL,685,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,41,41
44059,67,18,18,1,30,30,0,0,0,0,0,0,0,69,5,27,0,0,0,0,0,0,0,0,0,30,3,0,0,0,0,0,0,1,2,2,2,Married,UNDER GRADUATE,38,M,15000,84,0.143000007,0.5,0.864000022,NULL,0,NULL,0,0,0,0,0,NULL,1,0,ConsumerLoan,others,696,2,0,0,14,2,12,1,1,0.071000002,0.071000002,0.143000007,0.856999993,2,4,0.143000007,0.286000013,0,0,0,0,4,0,0,14,0,10,97,5
44060,79,NULL,NULL,0,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,1,2,65,3,2,1,Married,12TH,34,M,22000,182,0.666999996,0.75,0.855000019,NULL,0,0.930999994,1,0.5,0,0.5,0,3.305000067,0,0,PL,others,680,2,0,1,6,4,2,3,2,0.333000004,0.5,0.666999996,0.333000004,4,2,0.666999996,0.333000004,2,1,0,3,0,0,1,1,5,1,30,3
44061,60,NULL,NULL,0,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,2,298,2,0,0,Married,UNDER GRADUATE,43,M,35000,126,0.583000004,0.25,0.725000024,NULL,0,0.869000018,1,0,0,0,0,9.255999565,0,0,PL,ConsumerLoan,682,2,0,1,12,7,5,2,1,0.082999997,0.166999996,0.583000004,0.416999996,8,1,0.666999996,0.082999997,1,0,0,6,0,0,1,0,12,5,41,5
44062,27,NULL,NULL,0,NULL,0,0,0,0,NULL,NULL,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Married,SSC,32,M,45000,188,1,1,0.995999992,NULL,0,NULL,0,0,0,0,0,1.110999942,1,0,others,others,673,2,0,0,2,2,0,2,0,0,1,1,0,2,0,1,0,0,0,0,0,1,0,0,1,1,1,2,2
44063,51,5,4,2,19,19,2,2,0,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,5,0,0,0,0,0,0,47,5,1,1,Married,GRADUATE,29,M,15000,60,0.800000012,0,0.453999996,NULL,0,NULL,0,0,0,0,0,1.215999961,0,0,ConsumerLoan,others,671,2,0,0,5,4,1,0,1,0.200000003,0,0.800000012,0.200000003,4,1,0.800000012,0.200000003,0,0,0,2,0,0,0,1,4,3,25,9
44064,78,NULL,NULL,0,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Married,12TH,23,F,15000,87,0.333000004,0,1.032999992,NULL,0,NULL,0,0,0,0,0,NULL,1,0,others,others,682,2,0,0,3,1,2,0,0,0,0,0.333000004,0.666999996,1,0,0.333000004,0,0,0,0,0,2,0,0,3,0,1,30,7
44065,985,NULL,NULL,0,NULL,0,0,0,0,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,1,1,5,2,2,2,Married,POST-GRADUATE,26,M,36000,65,0,0,0,NULL,0,NULL,0,1,0,1,0,NULL,0,0,ConsumerLoan,others,660,3,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,59,59
44066,1288,NULL,NULL,0,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Married,SSC,25,M,15000,90,0.5,0,0,NULL,0,NULL,0,0,0,0,0,NULL,1,0,others,others,682,2,0,0,2,1,1,0,0,0,0,0.5,0.5,0,0,0,0,0,1,0,0,1,0,0,2,0,0,71,68
44067,132,13,13,1,27,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,4,2,0,0,2,0,0,502,0,0,0,Married,SSC,34,M,24500,110,1,0,0.444999993,NULL,0,0.444999993,1,0,0,0,0,4.897999763,0,0,CC,PL,666,3,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,28,28
44068,31,NULL,NULL,0,NULL,0,0,0,0,NULL,NULL,0,0,68,8,20,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,1,1,Married,SSC,48,M,90000,185,0.400000006,0,0.512000024,NULL,0,NULL,0,0,0,0,0,0.555999994,0,0,ConsumerLoan,ConsumerLoan,705,1,0,0,5,2,3,0,0,0,0,0.400000006,0.600000024,0,0,0,0,0,0,0,0,0,0,0,4,1,5,131,52
44069,76,NULL,NULL,0,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2218,0,0,0,Married,UNDER GRADUATE,31,M,29000,62,0.200000003,0,0.100000001,NULL,0,NULL,0,0,0,0,0,0.740999997,0,0,ConsumerLoan,others,725,1,0,0,5,1,4,0,1,0.200000003,0,0.200000003,0.800000012,1,1,0.200000003,0.200000003,0,1,0,4,0,0,0,1,4,0,90,12
44070,37,24,3,17,90,59,3,9,6,90,90,16,10,125,8,24,0,0,0,0,0,0,0,0,0,31,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Married,GRADUATE,27,M,100000,34,0.208000004,0.25,0.970000029,NULL,0,NULL,0,0,0,0,0,NULL,1,0,others,others,695,2,0,0,24,5,19,1,0,0,0.041999999,0.208000004,0.791999996,4,5,0.166999996,0.208000004,4,0,0,0,5,0,0,24,0,19,66,3
44071,1180,NULL,NULL,0,NULL,0,0,0,0,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1371,0,0,0,Single,OTHERS,29,M,40000,147,0,0,0,NULL,0,NULL,0,0,0,0,0,NULL,0,0,others,others,694,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,46,46
44072,34,32,6,18,28,28,0,1,1,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,37,0,0,0,0,0,0,171,5,1,0,Married,GRADUATE,29,M,6570,189,0.699999988,0.166999996,0.866999984,NULL,0,NULL,0,0,0,0,0,187.9759979,0,0,others,AL,683,2,0,0,20,14,6,1,0,0,0.050000001,0.699999988,0.300000012,6,0,0.300000012,0,0,2,0,2,0,0,0,16,4,16,60,5
44073,936,32,25,4,60,60,0,0,0,NULL,NULL,4,0,46,14,30,0,0,0,0,0,0,0,0,0,60,2,0,0,0,0,0,0,1539,0,0,0,Single,SSC,35,M,20000,71,0.5,1,1.077000022,NULL,0,NULL,0,0,0,0,0,NULL,1,0,others,others,711,1,0,0,6,3,3,1,1,0.166999996,0.166999996,0.5,0.5,1,1,0.166999996,0.166999996,3,1,0,0,5,0,0,6,0,0,51,5
44074,77,10,10,3,19,19,0,3,3,0,19,0,0,43,0,2,0,0,0,0,0,0,0,0,0,19,7,0,0,0,0,0,0,1,7,5,1,Single,UNDER GRADUATE,27,M,18000,42,0.474000007,0.333000004,1.230000019,NULL,0,NULL,0,0,0,0,0,NULL,1,0,ConsumerLoan,others,668,3,0,0,19,9,10,2,3,0.158000007,0.104999997,0.474000007,0.526000023,6,3,0.316000015,0.158000007,6,1,0,0,6,0,0,19,0,12,39,5
44075,1904,NULL,NULL,0,NULL,0,0,0,0,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,40,2,1,1,Married,OTHERS,41,M,32900,130,1,0,0,NULL,0,NULL,0,0,0,0,0,0.002,0,0,ConsumerLoan,HL,679,2,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,205,205
44076,499,NULL,NULL,0,NULL,0,0,0,0,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,24,1,1,1,Married,GRADUATE,29,M,22800,138,0,0,0,NULL,0,NULL,0,0,0,0,0,NULL,0,0,ConsumerLoan,others,677,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,22,22
44077,412,NULL,NULL,0,NULL,0,0,0,0,0,0,0,0,59,3,11,3,0,NULL,0,0,0,0,0,0,0,2,0,0,0,0,0,0,953,0,0,0,Married,UNDER GRADUATE,45,F,20000,72,0.625,0,0.795000017,NULL,0,NULL,0,0,0,0,0,NULL,0,0,others,others,719,1,0,0,8,5,3,0,0,0,0,0.625,0.375,0,1,0,0.125,4,2,0,0,0,0,0,8,0,6,71,13
44078,143,18,4,11,34,27,2,6,4,27,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,27,4,0,0,0,0,0,0,0,2,2,1,Single,12TH,26,M,13500,29,0.5,0,0.068000004,NULL,0,NULL,0,0,0,0,0,NULL,1,0,others,others,675,2,0,0,2,1,1,0,0,0,0,0.5,0.5,0,0,0,0,0,1,0,0,1,0,0,2,0,0,22,22
44079,62,7,2,2,23,23,1,2,1,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,3,2,0,0,1,0,0,693,0,0,0,Married,GRADUATE,38,M,29500,65,1,0,0.989000022,0.989000022,1,NULL,0,0,0,0,0,0.243000001,0,0,CC,PL,670,2,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,23,23
44080,106,NULL,NULL,0,NULL,0,0,0,0,NULL,NULL,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Married,12TH,24,M,11000,50,1,0,1,NULL,0,NULL,0,0,0,0,0,0,0,0,others,others,676,2,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,50,50
44081,59,NULL,NULL,0,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,48,1,1,1,Married,SSC,38,F,20000,18,1,0,0,NULL,0,NULL,0,0,0,0,0,1.601999998,0,0,ConsumerLoan,PL,666,3,0,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,17,17
44082,55,21,10,2,30,30,0,1,1,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,4,0,0,0,1,1,1,15,2,2,1,Married,12TH,28,M,12000,133,0.666999996,0.5,0.749000013,NULL,0,NULL,0,1,0,1,0,1.123999953,0,0,ConsumerLoan,AL,668,3,0,0,3,2,1,1,0,0,0.333000004,0.666999996,0.333000004,2,0,0.666999996,0,0,1,0,1,0,0,0,2,1,1,29,5
44083,270,NULL,NULL,0,NULL,0,0,0,0,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,520,0,0,0,Single,GRADUATE,32,M,24500,102,0,0,0,NULL,0,NULL,0,0,0,0,0,NULL,0,0,CC,CC,691,2,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,15,15
44084,65,NULL,NULL,0,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,238,1,0,0,Married,GRADUATE,47,M,35000,146,0.333000004,0,0.25,NULL,0,NULL,0,0,0,0,0,0.263000011,0,0,ConsumerLoan,ConsumerLoan,676,2,0,0,3,1,2,0,2,0.666999996,0,0.333000004,0.666999996,1,2,0.333000004,0.666999996,0,0,0,2,0,0,0,0,3,1,20,8
44085,66,NULL,NULL,0,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,1,1,2,2,2,106,4,3,0,Married,12TH,34,M,33500,241,0.333000004,0.5,0,NULL,0,NULL,0,1,1,1,1,1.151000023,0,0,PL,ConsumerLoan,668,3,0,0,3,1,2,1,2,0.666999996,0.333000004,0.333000004,0.666999996,2,2,0.666999996,0.666999996,0,0,0,2,0,0,0,0,3,1,17,5
44086,53,NULL,NULL,0,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,2,2,2,2,2,7,6,6,5,Married,GRADUATE,33,M,29000,125,1,1,0.814999998,1,1,NULL,0,1,1,1,1,0.614000022,0,0,ConsumerLoan,others,655,4,1,0,2,2,0,1,0,0,0.5,1,0,1,0,0.5,0,0,1,1,0,0,0,0,1,1,0,12,3
44087,517,33,30,6,96,13,0,0,0,NULL,NULL,3,2,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,0,0,0,0,0,1118,0,0,0,Married,SSC,38,M,25000,107,0.125,0,0,NULL,0,NULL,0,0,0,0,0,0.25999999,1,0,ConsumerLoan,ConsumerLoan,671,2,0,0,8,1,7,0,0,0,0,0.125,0.875,0,0,0,0,0,0,0,1,7,0,0,7,1,0,37,19
44088,191,NULL,NULL,0,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,476,0,0,0,Married,12TH,35,M,35000,125,1,0,0,NULL,0,NULL,0,0,0,0,0,1.05400002,0,0,PL,ConsumerLoan,680,2,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,18,18
44089,744,NULL,NULL,0,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,6,6,6,151,7,7,0,Married,SSC,34,F,15000,189,0.5,1,0.666999996,NULL,0,NULL,0,1,0,1,0,2.799999952,0,0,others,PL,677,2,0,0,2,1,1,1,0,0,0.5,0.5,0.5,1,0,0.5,0,1,0,0,1,0,0,0,1,1,1,26,5
44090,20,3,3,1,6,6,1,1,0,6,6,0,0,55,8,16,0,0,0,0,0,0,0,0,0,6,7,0,0,0,1,0,1,8,4,3,3,Married,GRADUATE,34,F,30000,130,0.263000011,0,0.714999974,NULL,0,NULL,0,0,0,0,0,16.88299942,1,1,ConsumerLoan,others,725,1,0,0,19,5,14,0,0,0,0,0.263000011,0.736999989,1,0,0.052999999,0,0,2,0,0,3,1,0,7,12,13,193,10
44091,2546,NULL,NULL,0,NULL,0,0,0,0,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Married,POST-GRADUATE,50,M,50000,124,1,0,0,0,1,NULL,0,0,0,0,0,0.01,0,0,others,others,691,2,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,100,100
44092,80,2,2,1,25,25,1,1,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Single,12TH,25,M,26000,107,1,0,0.819000006,NULL,0,NULL,0,0,0,0,0,NULL,0,1,others,others,677,2,0,0,2,2,0,0,0,0,0,1,0,2,0,1,0,1,1,0,0,0,1,0,2,0,0,12,11
44093,NULL,NULL,NULL,0,NULL,0,0,0,0,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Married,SSC,36,M,15000,150,0,0,0,NULL,0,NULL,0,0,0,0,0,NULL,0,0,others,others,686,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,83,83
44094,NULL,NULL,NULL,0,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Single,SSC,22,M,12000,42,1,1,0.860000014,NULL,0,NULL,0,0,0,0,0,NULL,0,0,others,others,678,2,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,6,6
44095,69,NULL,NULL,0,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,1,1,4,3,3,2,Married,12TH,31,F,28000,66,1,0,0.111000001,NULL,0,NULL,0,1,0,1,0,0.52700001,0,0,PL,ConsumerLoan,670,2,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,8,8
44096,85,NULL,NULL,0,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,1,168,2,2,0,Married,12TH,25,F,25000,154,1,1,0.5,NULL,0,NULL,0,1,0,1,0,0.439999998,0,0,others,PL,664,3,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,5,5
44097,1109,28,21,8,219,4,0,0,0,NULL,NULL,7,6,15,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,22,1,1,1,Married,12TH,50,F,5000,125,0,0,0,NULL,0,NULL,0,0,0,0,0,NULL,1,0,others,ConsumerLoan,676,2,0,0,4,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,4,0,0,106,32
44098,50,27,27,1,4,4,0,0,0,0,0,0,0,45,8,14,0,0,0,0,0,0,0,0,0,4,8,1,0,0,1,0,0,25,3,1,1,Married,POST-GRADUATE,50,M,43000,164,0.352999985,0.25,0.541000009,1,1,0.448000014,1,0,0,0,0,3.305999994,1,0,ConsumerLoan,AL,700,2,1,1,17,6,11,1,2,0.118000001,0.059,0.352999985,0.647000015,4,5,0.234999999,0.294,0,4,1,2,2,0,2,12,5,6,189,4
44099,62,NULL,NULL,0,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Married,OTHERS,25,F,16000,60,1,1,0.768000007,NULL,0,NULL,0,0,0,0,0,NULL,0,0,others,others,676,2,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,5,5
44100,307,18,17,2,26,26,0,0,0,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,1,0,0,0,0,0,0,1300,0,0,0,Married,SSC,35,M,25000,125,0,0,0,NULL,0,NULL,0,0,0,0,0,NULL,0,0,others,others,665,3,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,42,42
44101,84,NULL,NULL,0,NULL,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,1,0,0,110,4,4,0,Married,12TH,34,M,30000,38,0.600000024,1,0.623000026,NULL,0,NULL,0,0,0,0,0,2.421999931,0,0,ConsumerLoan,ConsumerLoan,692,2,0,0,5,3,2,2,0,0,0.400000006,0.600000024,0.400000006,2,0,0.400000006,0,1,1,0,4,0,0,0,1,4,0,82,3
44102,76,22,22,1,50,50,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,50,1,0,0,0,1,0,1,240,1,0,0,Married,SSC,44,F,13000,71,0.25,0,0.879999995,NULL,0,0.879999995,1,0,0,0,0,5.385000229,1,0,PL,PL,675,2,0,1,4,1,3,0,0,0,0,0.25,0.75,1,0,0.25,0,0,0,0,0,3,0,1,3,1,0,28,8
44103,352,19,19,1,11,11,0,0,0,NULL,NULL,0,0,3,0,0,0,0,0,0,0,0,0,0,0,11,13,1,0,0,3,3,3,12,8,6,4,Married,12TH,34,M,55000,302,0.5,0,1,NULL,0,NULL,0,1,0,1,0,0.003,0,0,ConsumerLoan,CC,642,4,0,0,2,1,1,0,0,0,0,0.5,0.5,0,1,0,0.5,0,0,0,1,0,0,0,0,2,1,41,20
44104,951,NULL,NULL,0,NULL,0,0,0,0,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Married,12TH,43,M,25000,160,0,0,0,NULL,0,NULL,0,0,0,0,0,NULL,1,0,others,others,676,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,44,44
44105,365,NULL,NULL,0,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,1,2,159,3,2,0,Married,GRADUATE,34,M,70000,152,0,0,0,NULL,0,NULL,0,0.5,0,0.5,0,NULL,0,0,others,ConsumerLoan,668,3,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,21,21
44106,87,NULL,NULL,0,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,1,2,56,3,2,2,Married,SSC,36,F,13500,54,1,0,0.25,NULL,0,NULL,0,0.5,0,0.5,0,0.744000018,0,0,ConsumerLoan,PL,660,3,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,7,7
44107,72,NULL,NULL,0,NULL,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,399,0,0,0,Married,GRADUATE,25,M,20000,37,1,0,0.629999995,NULL,0,NULL,0,0,0,0,0,NULL,0,0,others,others,681,2,0,0,3,3,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,0,0,3,0,0,22,13
44108,90,26,23,14,291,199,0,0,0,0,0,14,14,106,13,36,0,0,0,0,0,0,0,0,0,199,4,0,0,0,1,1,1,17,4,4,4,Married,SSC,48,F,15000,70,0.583000004,0.25,0.819999993,NULL,0,NULL,0,1,0,1,0,NULL,1,0,ConsumerLoan,PL,691,2,0,0,24,14,10,1,0,0,0.041999999,0.583000004,0.416999996,4,0,0.166999996,0,3,0,0,0,11,0,0,19,5,13,68,3
